CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
50011.0,1.0,4.0,Mobile Phone,1.0,18.0,Cash on Delivery,Female,2.0,3.0,Others,3.0,Divorced,2.0,0.0,16.664485374956154,9.0,15.0,8.0,295.45
50012.0,1.0,11.0,Mobile Phone,1.0,6.0,Debit Card,Male,3.0,4.0,Fashion,3.0,Single,10.0,1.0,13.0,0.0,1.0,0.0,153.81
50013.0,1.0,0.0,Phone,1.0,11.0,COD,Male,2.0,3.0,Mobile,3.0,Single,2.0,1.0,13.0,2.0,2.0,2.0,134.41
50014.0,1.0,0.0,Phone,1.0,15.0,CC,Male,3.0,4.0,Mobile,3.0,Divorced,1.0,1.0,17.0,0.0,1.0,0.0,133.88
50015.0,1.0,9.0,Mobile Phone,3.0,15.0,Credit Card,Male,3.0,4.0,Fashion,2.0,Single,2.0,0.0,16.0,0.0,4.0,7.0,196.19
50016.0,1.0,16.98059911099209,Phone,2.0,12.0,UPI,Male,3.0,3.0,Mobile,5.0,Married,5.0,1.0,22.0,1.0,1.0,2.0,120.73
50017.0,1.0,0.0,Computer,1.0,12.0,Debit Card,Female,2.785906268696621,4.0,Mobile,2.0,Single,2.0,1.0,18.0,1.0,1.0,0.0,129.26
50018.0,1.0,0.0,Mobile Phone,3.0,11.0,E wallet,Male,2.0,4.0,Laptop & Accessory,3.0,Single,2.0,1.0,11.0,1.0,1.0,3.0,157.44
50019.0,1.0,0.0,Computer,1.0,13.0,Debit Card,Male,3.0,5.0,Laptop & Accessory,3.0,Single,2.0,1.0,24.0,1.0,1.0,6.0,160.74
50020.0,1.0,19.0,Mobile Phone,1.0,20.0,Debit Card,Female,3.0,3.0,Mobile Phone,4.0,Divorced,10.0,1.0,18.0,1.0,4.0,3.0,149.63
50021.0,1.0,0.0,Mobile Phone,3.0,12.0,Debit Card,Male,3.0,5.0,Laptop & Accessory,3.0,Divorced,5.0,1.0,18.0,6.0,7.0,7.0,161.72
50022.0,1.0,20.0,Mobile Phone,1.0,29.0,Credit Card,Female,3.0,3.0,Fashion,2.0,Divorced,2.0,0.0,12.0,11.0,15.0,6.0,203.12
50023.0,1.0,16.98059911099209,Mobile Phone,3.0,28.0,E wallet,Male,2.0,3.0,Mobile Phone,3.0,Single,2.0,1.0,19.0,0.0,1.0,0.0,116.75
50024.0,1.0,0.0,Phone,3.0,26.0,Debit Card,Female,3.0,5.0,Laptop & Accessory,3.0,Divorced,4.0,1.0,11.0,1.0,2.0,2.0,145.59
50025.0,1.0,14.0,Computer,1.0,14.0,Debit Card,Male,2.0,5.0,Fashion,2.0,Single,3.0,0.0,15.0,0.0,1.0,3.0,206.5
50026.0,1.0,0.0,Phone,1.0,15.0,Credit Card,Female,2.0,3.0,Mobile Phone,5.0,Single,8.0,0.0,22.0,1.0,1.0,4.0,142.0
50027.0,0.0,8.0,Mobile Phone,3.0,6.0,E wallet,Male,3.0,3.0,Fashion,4.0,Divorced,2.0,0.0,13.0,1.0,1.0,6.0,172.95
50028.0,0.0,16.98059911099209,Phone,3.0,12.0,E wallet,Male,2.0,3.0,Laptop & Accessory,3.0,Divorced,3.0,1.0,20.0,0.0,4.0,5.0,123.06
50029.0,0.0,18.0,Phone,1.0,32.83949520588816,Debit Card,Male,2.0,3.0,Laptop & Accessory,4.0,Married,9.0,0.0,18.0,1.0,1.0,15.0,123.48
50030.0,0.0,5.0,Computer,3.0,14.0,E wallet,Female,2.0,3.0,Fashion,2.0,Single,2.0,0.0,14.0,2.0,3.0,7.0,189.98
50031.0,0.0,2.0,Computer,1.0,6.0,COD,Male,2.0,3.0,Laptop & Accessory,3.0,Divorced,2.0,0.0,13.0,0.0,1.0,9.0,143.19
50032.0,0.0,0.0,Mobile Phone,1.0,13.0,Credit Card,Male,2.0,4.0,Laptop & Accessory,3.0,Divorced,3.0,0.0,17.0,1.0,1.0,0.0,161.32
50033.0,0.0,30.0,Phone,1.0,15.0,CC,Female,3.0,4.0,Mobile,4.0,Divorced,5.0,1.0,20.0,1.0,1.0,0.0,133.46
50034.0,0.0,13.0,Mobile Phone,3.0,10.0,E wallet,Male,3.0,4.0,Fashion,2.0,Divorced,8.0,0.0,11.0,2.0,2.0,11.0,208.55
50035.0,0.0,16.98059911099209,Computer,3.0,8.0,E wallet,Female,3.0,3.0,Mobile,3.0,Divorced,7.0,0.0,18.0,1.0,1.0,2.0,122.31
50036.0,0.0,0.0,Phone,1.0,32.83949520588816,CC,Male,3.0,3.0,Mobile,2.0,Divorced,2.0,0.0,24.0,0.0,2.0,2.0,123.23
50037.0,0.0,16.98059911099209,Computer,1.0,15.0,CC,Male,2.0,3.0,Mobile,4.0,Married,7.0,0.0,18.0,0.0,2.0,2.0,120.24
50038.0,0.0,1.0,Phone,1.0,27.0,CC,Male,2.785906268696621,3.0,Mobile,2.0,Divorced,2.0,0.0,11.0,0.0,1.0,2.0,127.13
50039.0,0.0,30.0,Mobile Phone,1.0,30.0,Debit Card,Male,2.0,2.0,Fashion,2.0,Married,4.0,1.0,16.0,1.0,1.0,4.0,194.39
50040.0,0.0,0.0,Computer,1.0,32.83949520588816,CC,Male,3.0,4.0,Mobile,3.0,Married,2.0,1.0,15.0,0.0,1.0,1.0,125.66
50041.0,0.0,23.0,Mobile Phone,1.0,17.0,Debit Card,Female,2.0,3.0,Others,4.0,Single,4.0,0.0,16.664485374956154,2.0,4.0,4.0,299.26
50042.0,0.0,14.0,Phone,1.0,32.83949520588816,Debit Card,Male,2.0,3.0,Mobile,3.0,Married,5.0,0.0,12.0,1.0,1.0,8.0,124.51
50043.0,0.0,3.0,Mobile Phone,3.0,11.0,Debit Card,Female,2.0,3.0,Fashion,2.0,Divorced,3.0,0.0,12.0,2.0,7.0,4.0,194.19
50044.0,0.0,11.0,Mobile Phone,3.0,6.0,Debit Card,Female,2.0,4.0,Laptop & Accessory,2.0,Single,5.0,0.0,22.0,1.0,1.0,1.0,186.86
50045.0,0.0,5.0,Phone,1.0,12.0,Debit Card,Male,2.785906268696621,3.0,Mobile,3.0,Single,4.0,0.0,20.0,0.0,1.0,4.0,130.38
50046.0,0.0,0.0,Phone,1.0,23.0,COD,Male,2.785906268696621,3.0,Mobile,4.0,Divorced,1.0,1.0,16.0,1.0,1.0,1.0,130.58
50047.0,1.0,0.0,Computer,3.0,32.83949520588816,COD,Female,3.0,5.0,Mobile,5.0,Single,1.0,0.0,21.0,1.0,1.0,0.0,123.25
50048.0,0.0,16.98059911099209,Computer,1.0,9.0,CC,Male,1.0,3.0,Mobile,4.0,Single,5.0,0.0,12.0,4.0,7.0,2.0,120.88
50049.0,0.0,3.0,Computer,1.0,15.0,CC,Male,2.785906268696621,3.0,Laptop & Accessory,5.0,Married,2.0,0.0,11.0,0.0,6.0,10.0,130.72
50050.0,0.0,18.0,Mobile Phone,3.0,10.0,Debit Card,Female,1.0,3.0,Laptop & Accessory,5.0,Married,5.0,1.0,11.0,0.0,1.0,3.0,150.06
50051.0,0.0,29.0,Phone,1.0,14.0,Debit Card,Female,3.0,3.0,Mobile Phone,5.0,Married,5.0,1.0,18.0,1.0,2.0,2.0,142.57
50052.0,0.0,6.0,Phone,1.0,32.83949520588816,Debit Card,Male,2.0,3.0,Mobile,2.0,Single,1.0,0.0,14.0,0.0,1.0,2.0,125.0
50053.0,1.0,0.0,Mobile Phone,1.0,8.0,Debit Card,Male,2.0,4.0,Mobile Phone,2.0,Single,2.0,0.0,22.0,0.0,1.0,0.0,111.02
50054.0,0.0,19.0,Mobile Phone,3.0,6.0,E wallet,Female,3.0,3.0,Fashion,5.0,Married,2.0,0.0,25.0,4.0,15.0,7.0,204.53
50055.0,0.0,16.98059911099209,Phone,1.0,15.0,Debit Card,Female,3.0,3.0,Mobile,2.0,Single,2.0,0.0,12.0,1.0,2.0,1.0,122.88
50056.0,0.0,4.0,Phone,1.0,18.0,Credit Card,Female,3.0,3.0,Mobile Phone,2.0,Divorced,9.0,1.0,23.0,1.0,1.0,2.0,139.29
50057.0,0.0,16.98059911099209,Phone,1.0,33.0,CC,Female,3.0,3.0,Mobile,4.0,Single,3.0,0.0,15.0,1.0,1.0,2.0,123.11
50058.0,1.0,4.0,Phone,3.0,26.0,E wallet,Female,2.785906268696621,3.0,Mobile,4.0,Single,2.0,1.0,22.0,0.0,1.0,2.0,131.4
50059.0,0.0,23.0,Phone,1.0,6.0,Credit Card,Male,2.0,4.0,Mobile Phone,3.0,Divorced,3.0,0.0,15.0,0.0,1.0,2.0,136.9
50060.0,0.0,26.0,Phone,1.0,19.0,Credit Card,Female,2.0,2.0,Laptop & Accessory,5.0,Married,2.0,0.0,11.0,1.0,1.0,3.0,144.5
50061.0,0.0,6.0,Phone,1.0,20.0,CC,Female,2.785906268696621,3.0,Mobile,4.0,Divorced,2.0,0.0,13.0,0.0,1.0,6.0,127.56
50062.0,0.0,13.0,Mobile Phone,1.0,10.0,Credit Card,Female,2.0,3.0,Others,3.0,Divorced,2.0,0.0,14.0,3.8833228276071687,9.0,9.0,290.33
50063.0,0.0,28.0,Mobile Phone,1.0,20.0,Credit Card,Male,3.0,2.0,Others,4.0,Single,9.0,0.0,11.0,3.8833228276071687,2.0,15.0,287.22
50064.0,0.0,7.0,Computer,1.0,8.0,Debit Card,Male,2.0,4.0,Laptop & Accessory,3.0,Divorced,2.0,0.0,17.0,0.0,1.0,9.0,195.47
50065.0,0.0,24.0,Mobile Phone,1.0,9.0,Credit Card,Female,3.0,3.0,Grocery,4.0,Single,4.0,0.0,18.0,0.0,4.8355765800706525,0.0,237.34
50066.0,0.0,25.0,Mobile Phone,1.0,6.0,Debit Card,Male,3.0,4.0,Others,3.0,Divorced,1.0,0.0,16.664485374956154,1.0,11.0,9.0,299.99
50067.0,0.0,16.98059911099209,Phone,1.0,15.0,CC,Female,2.0,3.0,Mobile,4.0,Single,2.0,0.0,16.0,1.0,1.0,3.0,122.79
50068.0,1.0,0.0,Mobile Phone,1.0,29.0,Debit Card,Male,2.0,4.0,Laptop & Accessory,3.0,Divorced,4.0,1.0,13.0,1.0,1.0,1.0,159.16
50069.0,0.0,16.98059911099209,Computer,1.0,13.0,CC,Male,2.0,2.0,Mobile,2.0,Married,5.0,0.0,14.0,0.0,2.0,2.0,120.89
50070.0,0.0,18.0,Computer,1.0,8.0,Credit Card,Male,3.0,4.0,Grocery,2.0,Divorced,10.0,0.0,23.0,3.8833228276071687,11.0,8.0,267.92
50071.0,0.0,10.0,Phone,1.0,27.0,Debit Card,Male,3.0,2.0,Mobile Phone,5.0,Divorced,2.0,1.0,12.0,0.0,1.0,7.0,135.64
50072.0,0.0,8.0,Computer,1.0,8.0,Credit Card,Female,2.0,3.0,Laptop & Accessory,4.0,Single,6.0,0.0,11.0,1.0,1.0,2.0,144.25
50073.0,0.0,15.0,Computer,1.0,27.0,Credit Card,Female,2.0,3.0,Laptop & Accessory,3.0,Married,3.0,0.0,16.0,0.0,1.0,2.0,152.65
50074.0,0.0,11.0,Mobile Phone,1.0,8.0,Debit Card,Male,2.0,3.0,Laptop & Accessory,3.0,Divorced,10.0,0.0,14.0,0.0,1.0,0.0,165.53
50075.0,0.0,11.0,Mobile Phone,1.0,35.0,COD,Male,2.0,3.0,Laptop & Accessory,2.0,Divorced,4.0,0.0,18.0,0.0,1.0,7.0,162.61
50076.0,0.0,0.0,Computer,1.0,6.0,COD,Male,2.0,4.0,Laptop & Accessory,5.0,Divorced,6.0,0.0,19.0,0.0,2.0,0.0,142.98
50077.0,0.0,22.0,Computer,1.0,24.0,Debit Card,Male,3.0,3.0,Laptop & Accessory,2.0,Married,2.0,1.0,15.0,0.0,1.0,7.0,168.04
50078.0,0.0,7.0,Computer,1.0,16.0,Credit Card,Male,2.0,3.0,Mobile Phone,3.0,Married,2.0,1.0,17.0,2.0,2.0,0.0,138.15
50079.0,0.0,13.0,Phone,1.0,25.0,CC,Male,2.785906268696621,3.0,Laptop & Accessory,2.0,Divorced,9.0,1.0,15.0,1.0,3.0,7.0,127.41
50051.0,0.0,29.0,Phone,1.0,14.0,Debit Card,Male,3.0,3.0,Mobile Phone,2.886310604096448,Married,6.494841347089741,0.2455798231929277,16.664485374956154,1.0,2.0,2.0,142.57
50080.0,1.0,1.0,Mobile Phone,1.0,35.0,Credit Card,Male,3.0,3.0,Laptop & Accessory,5.0,Divorced,8.0,1.0,19.0,0.0,1.0,0.0,166.73
50081.0,1.0,0.0,Mobile Phone,3.0,33.0,E wallet,Female,2.0,3.0,Fashion,2.0,Divorced,2.0,0.0,22.0,1.0,1.0,9.0,176.39
50082.0,0.0,0.0,Phone,1.0,32.83949520588816,Debit Card,Male,2.0,2.0,Mobile,4.0,Married,2.0,1.0,16.0,0.0,2.0,2.0,123.28
50083.0,0.0,16.98059911099209,Computer,1.0,24.0,CC,Female,3.0,3.0,Mobile,2.0,Single,2.0,0.0,13.0,1.0,1.0,7.0,121.53
50084.0,0.0,13.0,Computer,1.0,15.0,Debit Card,Male,3.0,4.0,Laptop & Accessory,2.0,Divorced,10.0,0.0,14.0,1.0,1.0,2.0,148.76
50085.0,0.0,19.0,Mobile Phone,1.0,6.0,Credit Card,Male,3.0,3.0,Fashion,5.0,Married,8.0,0.0,16.0,0.0,1.0,3.0,193.96
50086.0,1.0,0.0,Mobile Phone,3.0,10.0,Credit Card,Male,2.0,5.0,Fashion,2.0,Divorced,2.0,0.0,11.0,7.0,9.0,8.0,204.0
50087.0,0.0,3.0,Computer,1.0,6.0,Debit Card,Male,2.0,4.0,Fashion,3.0,Single,2.0,0.0,22.0,2.0,5.0,8.0,184.74
50088.0,0.0,0.0,Computer,3.0,26.0,Debit Card,Female,2.0,3.0,Laptop & Accessory,3.0,Single,2.0,0.0,14.0,1.0,1.0,7.0,199.81
50089.0,0.0,24.0,Mobile Phone,1.0,14.0,Debit Card,Male,2.0,4.0,Fashion,4.0,Divorced,6.0,0.0,16.0,1.0,4.0,10.95785679828462,224.9
50090.0,1.0,0.0,Phone,1.0,32.83949520588816,COD,Female,2.0,3.0,Mobile,5.0,Single,6.0,1.0,11.0,1.0,1.0,4.0,126.57
50091.0,0.0,14.0,Mobile Phone,3.0,12.0,Debit Card,Female,3.0,3.0,Fashion,2.0,Single,4.0,1.0,18.0,0.0,4.8355765800706525,0.0,235.91000000000005
50092.0,1.0,0.0,Computer,3.0,32.0,E wallet,Female,2.0,4.0,Laptop & Accessory,5.0,Single,6.0,0.0,15.0,0.0,1.0,1.0,166.96
50093.0,1.0,16.98059911099209,Phone,1.0,6.0,Cash on Delivery,Male,2.0,3.0,Mobile,3.0,Single,1.0,0.0,14.0,0.0,1.0,5.0,120.58
50094.0,0.0,18.0,Computer,3.0,12.0,Credit Card,Female,2.0,4.0,Fashion,2.0,Single,7.0,0.0,12.0,12.0,12.0,8.0,188.65
50095.0,0.0,27.0,Mobile Phone,3.0,9.0,E wallet,Female,2.0,3.0,Laptop & Accessory,5.0,Divorced,3.0,0.0,14.0,1.0,1.0,5.0,159.4
50096.0,0.0,9.0,Mobile Phone,1.0,11.0,Debit Card,Male,3.0,3.0,Laptop & Accessory,4.0,Single,9.0,0.0,16.0,0.0,3.0,7.0,159.14
50097.0,0.0,6.0,Phone,1.0,32.83949520588816,CC,Female,2.0,4.0,Mobile,4.0,Divorced,7.0,0.0,21.0,0.0,1.0,1.0,126.22
50098.0,0.0,10.0,Computer,1.0,17.0,UPI,Male,2.0,3.0,Fashion,2.0,Married,2.0,1.0,14.0,0.0,1.0,10.95785679828462,221.85
50099.0,0.0,11.0,Mobile Phone,3.0,9.0,Debit Card,Male,3.0,3.0,Fashion,3.0,Married,1.0,0.0,12.0,1.0,5.0,13.0,206.09
50100.0,0.0,4.0,Computer,1.0,6.0,Credit Card,Male,2.0,5.0,Laptop & Accessory,3.0,Divorced,1.0,0.0,12.0,1.0,1.0,4.0,143.45
50101.0,0.0,16.98059911099209,Phone,1.0,9.0,Debit Card,Male,3.0,4.0,Mobile,2.0,Divorced,4.0,0.0,17.0,0.0,1.0,0.0,121.77
50102.0,0.0,10.0,Computer,3.0,10.0,E wallet,Male,2.0,3.0,Mobile Phone,2.0,Married,5.0,0.0,17.0,1.0,5.0,8.0,0.0
50103.0,0.0,2.0,Computer,3.0,6.0,Credit Card,Female,2.0,3.0,Fashion,2.0,Divorced,2.0,0.0,14.0,4.0,4.0,1.0,179.18
50104.0,0.0,8.0,Computer,3.0,6.0,E wallet,Female,3.0,3.0,Fashion,3.0,Single,2.0,0.0,14.0,1.0,1.0,8.0,187.89
50105.0,1.0,0.0,Phone,1.0,32.83949520588816,CC,Male,2.0,4.0,Mobile,2.0,Single,2.0,1.0,13.0,0.0,1.0,1.0,123.89
50106.0,0.0,25.0,Phone,1.0,8.0,Debit Card,Female,2.0,4.0,Mobile,2.0,Single,8.0,0.0,15.0,0.0,2.0,2.0,132.12
50107.0,0.0,15.0,Mobile Phone,1.0,10.0,Cash on Delivery,Male,2.0,3.0,Others,2.0,Divorced,2.0,0.0,16.664485374956154,0.0,11.0,15.0,292.32
50108.0,0.0,16.98059911099209,Phone,2.0,12.0,CC,Male,2.0,3.0,Mobile,3.0,Divorced,9.0,0.0,17.0,2.0,2.0,2.0,122.67
50109.0,0.0,23.0,Mobile Phone,3.0,6.0,Credit Card,Female,3.0,3.0,Others,2.0,Married,4.0,0.0,16.664485374956154,1.0,1.0,6.0,295.17
50110.0,1.0,0.0,Phone,1.0,32.83949520588816,CC,Male,2.0,3.0,Mobile,2.0,Divorced,6.0,1.0,13.0,0.0,1.0,4.0,124.36
50111.0,0.0,16.0,Mobile Phone,3.0,22.0,E wallet,Female,3.0,3.0,Grocery,2.0,Divorced,6.0,1.0,22.0,0.0,4.8355765800706525,9.0,260.64
50112.0,1.0,0.0,Phone,1.0,8.0,Debit Card,Female,2.785906268696621,3.0,Mobile,5.0,Divorced,8.0,0.0,20.0,1.0,1.0,7.0,127.07
50113.0,0.0,25.0,Computer,3.0,8.0,Debit Card,Male,3.0,4.0,Others,3.0,Single,2.0,1.0,18.0,3.8833228276071687,15.0,12.0,290.68
50114.0,0.0,5.0,Phone,3.0,10.0,Debit Card,Female,2.0,3.0,Mobile Phone,4.0,Divorced,3.0,0.0,11.0,1.0,1.0,2.0,139.31
50115.0,1.0,0.0,Phone,1.0,6.0,Debit Card,Male,3.0,4.0,Mobile Phone,3.0,Single,1.0,1.0,14.0,1.0,1.0,2.0,137.3
50116.0,0.0,16.98059911099209,Phone,1.0,6.0,CC,Female,3.0,3.0,Mobile,3.0,Married,8.0,0.0,14.0,0.0,1.0,2.0,122.32
50117.0,0.0,5.0,Computer,3.0,32.0,E wallet,Male,3.0,3.0,Laptop & Accessory,2.0,Divorced,1.0,0.0,18.0,1.0,2.0,2.0,144.65
50118.0,0.0,14.0,Phone,1.0,25.0,Debit Card,Male,2.785906268696621,3.0,Laptop & Accessory,5.0,Married,3.0,0.0,16.0,1.0,1.0,0.0,130.72
50119.0,0.0,13.0,Phone,1.0,30.0,COD,Male,3.0,3.0,Laptop & Accessory,2.0,Married,2.0,0.0,17.0,2.0,4.0,7.0,133.19
50120.0,0.0,18.0,Mobile Phone,1.0,6.0,UPI,Male,3.0,2.0,Others,2.0,Divorced,1.0,0.0,16.664485374956154,1.0,1.0,7.0,292.02
50121.0,0.0,4.0,Computer,1.0,9.0,Credit Card,Male,3.0,3.0,Fashion,3.0,Married,10.0,0.0,12.0,1.0,4.8355765800706525,2.0,236.75
50122.0,0.0,6.0,Phone,1.0,11.0,Debit Card,Female,2.785906268696621,4.0,Mobile,2.0,Divorced,2.0,0.0,13.0,0.0,1.0,2.0,129.11
50123.0,0.0,7.0,Mobile Phone,1.0,8.0,Debit Card,Male,2.0,4.0,Laptop & Accessory,5.0,Divorced,7.0,0.0,13.0,0.0,5.0,9.0,159.57
50124.0,0.0,10.0,Phone,1.0,6.0,Credit Card,Female,2.0,4.0,Mobile Phone,5.0,Divorced,3.0,0.0,14.0,1.0,1.0,2.0,139.2
50125.0,0.0,18.0,Computer,1.0,13.0,Debit Card,Male,3.0,2.0,Laptop & Accessory,3.0,Divorced,5.0,0.0,17.0,0.0,1.0,2.0,164.34
50126.0,1.0,0.0,Computer,1.0,16.0,Credit Card,Male,3.0,3.0,Fashion,3.0,Married,7.0,0.0,11.0,1.0,1.0,0.0,200.48
50127.0,0.0,12.0,Computer,1.0,8.0,Cash on Delivery,Female,3.0,3.0,Fashion,3.0,Single,1.0,0.0,25.0,10.0,11.0,10.95785679828462,209.38
50128.0,0.0,2.0,Phone,1.0,32.83949520588816,Debit Card,Male,2.0,3.0,Mobile,2.0,Single,2.0,0.0,19.0,0.0,1.0,5.0,123.4
50129.0,0.0,15.0,Mobile Phone,1.0,23.0,Debit Card,Female,2.0,2.0,Laptop & Accessory,5.0,Single,4.0,1.0,13.0,0.0,1.0,2.0,165.45
50130.0,0.0,2.0,Mobile Phone,3.0,26.0,E wallet,Male,2.0,3.0,Laptop & Accessory,2.0,Married,3.0,0.0,14.0,1.0,1.0,2.0,169.31
50131.0,0.0,0.0,Phone,1.0,6.0,Debit Card,Female,3.0,3.0,Laptop & Accessory,3.0,Divorced,1.0,0.0,12.0,1.0,1.0,2.0,148.98
50132.0,0.0,15.0,Phone,1.0,32.83949520588816,CC,Female,2.0,4.0,Mobile,5.0,Married,1.0,1.0,11.0,4.0,7.0,8.0,125.93
50133.0,0.0,13.0,Mobile Phone,1.0,8.0,Credit Card,Male,2.0,3.0,Others,3.0,Married,1.0,0.0,16.664485374956154,0.0,3.0,9.0,294.36
50134.0,0.0,24.0,Phone,1.0,6.0,Debit Card,Male,2.785906268696621,3.0,Mobile,2.0,Divorced,2.0,0.0,11.0,1.0,1.0,0.0,127.23
50135.0,1.0,0.0,Computer,1.0,35.0,CC,Male,3.0,4.0,Mobile,4.0,Single,1.0,0.0,11.0,1.0,1.0,4.0,134.79
50136.0,0.0,5.0,Computer,1.0,13.0,Debit Card,Male,2.785906268696621,2.0,Mobile,4.0,Divorced,2.0,0.0,20.0,0.0,1.0,3.0,127.94
50137.0,0.0,11.0,Computer,3.0,8.0,Debit Card,Male,2.0,4.0,Laptop & Accessory,2.0,Divorced,4.0,0.0,18.0,6.0,7.0,5.0,152.49
50138.0,0.0,16.98059911099209,Phone,1.0,8.0,Cash on Delivery,Male,2.0,4.0,Laptop & Accessory,5.0,Single,5.0,0.0,13.0,0.0,1.0,4.0,121.76
50139.0,0.0,19.0,Mobile Phone,3.0,8.0,Cash on Delivery,Female,3.0,5.0,Grocery,4.0,Divorced,4.0,1.0,12.0,3.8833228276071687,7.0,7.0,268.72
50140.0,1.0,0.0,Phone,1.0,8.0,Debit Card,Male,3.0,3.0,Mobile,3.0,Single,3.0,0.0,11.0,1.0,1.0,0.0,134.85
50141.0,0.0,2.0,Mobile Phone,3.0,8.0,Credit Card,Male,3.0,4.0,Laptop & Accessory,4.0,Divorced,3.0,0.0,19.0,0.0,1.0,0.0,166.44
50142.0,0.0,4.0,Mobile Phone,1.0,29.0,Credit Card,Male,3.0,4.0,Laptop & Accessory,2.0,Divorced,1.0,0.0,21.0,1.0,7.0,8.0,155.82
50143.0,0.0,0.0,Computer,1.0,11.0,Debit Card,Male,2.0,2.0,Laptop & Accessory,5.0,Married,2.0,0.0,12.0,1.0,1.0,5.0,140.0
50144.0,0.0,18.0,Mobile Phone,1.0,26.0,Credit Card,Male,3.0,3.0,Grocery,2.0,Divorced,1.0,1.0,14.0,0.0,4.8355765800706525,10.0,234.96
50145.0,0.0,9.0,Phone,1.0,12.0,Debit Card,Male,2.0,3.0,Mobile,2.0,Divorced,1.0,0.0,11.0,4.0,10.0,11.0,132.1
50146.0,0.0,28.0,Mobile Phone,1.0,6.0,Credit Card,Male,2.0,3.0,Others,5.0,Single,1.0,1.0,14.0,3.8833228276071687,4.0,13.0,290.45
50147.0,1.0,10.0,Computer,1.0,35.0,Debit Card,Male,2.0,3.0,Fashion,4.0,Divorced,2.0,1.0,12.0,5.0,9.0,10.95785679828462,218.49
50148.0,0.0,16.98059911099209,Phone,1.0,15.0,CC,Male,3.0,3.0,Mobile,2.0,Divorced,2.0,0.0,23.0,1.0,1.0,4.0,120.7
50149.0,0.0,10.0,Mobile Phone,3.0,12.0,Credit Card,Male,3.0,3.0,Laptop & Accessory,2.0,Divorced,5.0,0.0,14.0,0.0,1.0,1.0,165.02
50150.0,0.0,0.0,Phone,1.0,9.0,CC,Male,3.0,4.0,Mobile,3.0,Single,2.0,0.0,17.0,1.0,1.0,0.0,132.3
50151.0,0.0,10.0,Computer,1.0,6.0,Credit Card,Female,0.0,3.0,Fashion,2.0,Married,3.0,1.0,18.0,0.0,4.8355765800706525,2.0,236.03
50152.0,0.0,2.0,Mobile Phone,1.0,28.0,Debit Card,Female,3.0,2.0,Fashion,4.0,Married,8.0,0.0,18.0,5.0,6.0,10.95785679828462,219.96
50153.0,0.0,11.0,Mobile Phone,3.0,13.0,Credit Card,Female,2.0,2.0,Laptop & Accessory,5.0,Married,2.0,1.0,24.0,0.0,7.0,7.0,156.05
50154.0,0.0,0.0,Computer,1.0,6.0,Debit Card,Female,2.0,3.0,Laptop & Accessory,4.0,Married,2.0,0.0,20.0,0.0,1.0,4.0,163.97
50155.0,0.0,23.0,Mobile Phone,1.0,10.0,Debit Card,Male,3.0,3.0,Others,4.0,Married,4.0,0.0,14.0,3.8833228276071687,1.0,6.0,291.44
